"n","dates","x","y","mag","event_id","Cluster_Number","cluster_ref","ms_ref","sig.mag","optional"
1183,742258800,10.2263,47.28,4.28,1183,0,0,0,0.33,TRUE
1184,742863600,8.2453,44.1993,4.66,1184,0,0,0,0.27,TRUE
1185,744937200,17.1012,39.5173,4.55,1185,0,0,0,0.21,TRUE
1186,747615600,12.4,35,5.25,1186,0,0,0,0.1,TRUE
1187,750380400,14.861,37.821,4.24,1187,0,0,0,0.16,TRUE
1188,752457600,12.2053,44.1942,4.06,1188,0,0,0,0.33,TRUE
1189,753494400,10.8605,42.634,4,1189,0,0,0,0.16,TRUE
1190,754358400,14.9618,38.7877,4.22,1190,0,0,0,0.16,TRUE
1191,755395200,10.1675,45.7735,4.03,1191,0,0,0,0.16,TRUE
1192,756691200,19.78,40.18,4.84,1192,0,0,0,0.1,TRUE
1193,757728000,15.409,38.9748,5.82,1193,0,0,0,0.1,TRUE
1194,757900800,17.3013,40.1845,4.03,1194,0,0,0,0.16,TRUE
1195,759024000,7.34,44.5543,4.33,1195,0,0,0,0.21,TRUE
1196,764208000,15.7075,39.6717,5.03,1196,0,0,0,0.1,TRUE
1197,764640000,16.775,38.9138,4.52,1197,0,0,0,0.16,TRUE
1198,765068400,10.1483,47.2303,4.82,1198,0,0,0,0.33,TRUE
1199,766796400,12.5805,46.3233,4.12,1199,0,0,0,0.1,TRUE
1200,766969200,14.9015,45.1748,4.16,1200,0,0,0,0.19,TRUE
1201,768178800,14.189,37.6518,4.34,1201,0,0,0,0.16,TRUE
1203,770511600,13.2265,42.4763,4.29,1203,130,0,1,0.21,TRUE
1204,773535600,14.997,38.3315,4,1204,0,0,0,0.21,TRUE
1205,774918000,14.0428,41.3775,4.71,1205,0,0,0,0.33,TRUE
1206,776214000,13.3478,41.9938,4.22,1206,0,0,0,0.16,TRUE
1207,776214000,15.6948,45.6437,4.71,1207,0,0,0,0.33,TRUE
1208,776386800,12.9978,36.2498,4.86,1208,0,0,0,0.21,TRUE
1209,779756400,9.17,36.46,4.73,1209,0,0,0,0.1,TRUE
1210,781916400,15.3838,39.6675,4.49,1210,0,0,0,0.16,TRUE
1211,782956800,11.1947,45.9872,4.12,1211,0,0,0,0.16,TRUE
1212,783302400,9.2147,45.0087,4,1212,0,0,0,0.21,TRUE
1213,783734400,15.1473,44.9073,4.06,1213,0,0,0,0.33,TRUE
1214,785894400,14.9102,38.369,4.08,1214,0,0,0,0.21,TRUE
1215,787363200,6.5022,45.9148,4.54,1215,0,0,0,0.16,TRUE
1216,789436800,19.95,37.92,4.94,1216,0,0,0,0.1,TRUE
1217,791078400,9.9817,37.5288,4.06,1217,0,0,0,0.33,TRUE
1218,791596800,11.1822,43.6638,4.93,1218,0,0,0,0.33,TRUE
1219,792374400,14.983,37.696,4.24,1219,0,0,0,0.21,TRUE
1220,794188800,10.0063,44.3662,4.24,1220,0,0,0,0.16,TRUE
1221,794620800,15.5528,37.8152,4.06,1221,0,0,0,0.21,TRUE
1222,797554800,13.8588,37.625,4.22,1222,0,0,0,0.21,TRUE
1223,798418800,7.5812,43.781,4.42,1223,0,0,0,0.21,TRUE
1224,800319600,15.2927,43.2093,4.16,1224,0,0,0,0.16,TRUE
1226,801097200,14.2337,45.5973,4.48,1226,131,0,1,0.1,TRUE
1227,801702000,12.1453,38.1332,4.78,1227,0,0,0,0.1,TRUE
1228,801702000,16.0477,40.2722,4.22,1228,0,0,0,0.16,TRUE
1229,805762800,17.41,42.75,4.87,1229,0,0,0,0.1,TRUE
1230,806454000,14.5953,38.5303,4.63,1230,0,0,0,0.18,TRUE
1231,807836400,16.5172,39.6997,4.48,1231,0,0,0,0.16,TRUE
1232,809218800,10.6697,44.1165,4.45,1232,0,0,0,0.1,TRUE
1233,809305200,17.64,45.37,4.73,1233,0,0,0,0.1,TRUE
1234,809478000,15.1795,38.3123,4.31,1234,0,0,0,0.16,TRUE
1235,811724400,8.25,35.33,5.34,1235,0,0,0,0.1,TRUE
1236,812242800,18.09,42.65,5.17,1236,0,0,0,0.1,TRUE
1237,812415600,15.9712,41.7903,5.15,1237,0,0,0,0.1,TRUE
1238,813279600,9.9978,44.1097,4.82,1238,0,0,0,0.1,TRUE
1239,814924800,9.849,45.7173,4.39,1239,0,0,0,0.16,TRUE
1240,816480000,8.5937,47.1537,4.18,1240,0,0,0,0.16,TRUE
1241,818121600,15.1822,43.272,4.34,1241,0,0,0,0.16,TRUE
1242,818467200,7.9542,44.7063,4.28,1242,0,0,0,0.33,TRUE
1243,820108800,12.1052,44.1295,4,1243,0,0,0,0.21,TRUE
1244,820108800,13.4063,36.7147,4.28,1244,0,0,0,0.16,TRUE
1245,820195200,13.3032,36.3882,4.66,1245,0,0,0,0.16,TRUE
1246,820368000,10.5667,44.4223,4.51,1246,0,0,0,0.1,TRUE
1247,820454400,13.445,43.0618,4.19,1247,132,0,1,0.21,TRUE
1249,823132800,19.86,37.76,5.29,1249,0,0,0,0.07,TRUE
1250,824342400,12.4928,36.251,4.1,1250,0,0,0,0.12,TRUE
1251,824774400,17.24,44.51,4.99,1251,0,0,0,0.07,TRUE
1252,825206400,15.7918,38.7335,4.78,1252,0,0,0,0.07,TRUE
1254,828230400,7.4737,45.7723,4.49,1254,0,0,0,0.16,TRUE
1255,828486000,15.454,40.6612,4.9,1255,0,0,0,0.07,TRUE
1256,829350000,12.5927,46.3163,4.76,1256,133,0,1,0.16,TRUE
1257,830386800,12.8367,36.3762,4.6,1257,0,0,0,0.33,TRUE
1258,830559600,16.4543,39.4933,4.7,1258,0,0,0,0.12,TRUE
1259,833583600,16.857,39.9913,4.06,1259,0,0,0,0.19,TRUE
1260,833756400,18.0223,38.0905,4.47,1260,0,0,0,0.14,TRUE
1261,835916400,9.9883,47.1515,4.08,1261,0,0,0,0.16,TRUE
1262,836866800,14.1203,42.8757,4.2,1262,0,0,0,0.16,TRUE
1263,836953200,12.338,43.3828,4.82,1263,0,0,0,0.33,TRUE
1264,837298800,14.9188,37.8018,4.12,1264,0,0,0,0.14,TRUE
1265,837385200,6.015,45.8873,5.06,1265,0,0,0,0.21,TRUE
1266,841878000,17.94,42.8,5.82,1266,134,0,1,0.07,TRUE
1270,845334000,10.6787,44.7988,5.38,1270,135,0,1,0.07,TRUE
1274,845766000,13.2637,42.559,4.36,1274,0,0,0,0.07,TRUE
1275,847584000,15.1985,41.6758,4.4,1275,0,0,0,0.14,TRUE
1276,848880000,8.5063,44.1665,4.01,1276,0,0,0,0.14,TRUE
1277,850521600,13.8998,37.8217,4.27,1277,0,0,0,0.07,TRUE
1278,851126400,13.1963,39.858,5.33,1278,0,0,0,0.07,TRUE
1279,853027200,19.67,40.96,4.84,1279,136,0,1,0.07,TRUE
1281,858384000,15.964,44.8963,4.16,1281,0,0,0,0.19,TRUE
1282,858729600,14.6308,41.392,4.52,1282,137,0,1,0.07,TRUE
1283,859248000,15.7017,37.1988,4.49,1283,0,0,0,0.07,TRUE
1286,863391600,12.526,42.7632,4.76,1286,0,0,0,0.19,TRUE
1287,865810800,16.1777,38.6048,4.26,1287,0,0,0,0.19,TRUE
1288,868316400,16.4002,39.2448,4.26,1288,0,0,0,0.19,TRUE
1289,869353200,19.82,41.26,4.62,1289,0,0,0,0.07,TRUE
1290,870217200,14.7718,37.2023,4.56,1290,0,0,0,0.19,TRUE
1291,873154800,15.0885,37.6435,4.06,1291,0,0,0,0.19,TRUE
1293,873241200,16.2315,38.3778,4.46,1293,139,0,1,0.19,TRUE
1299,875228400,12.8538,43.0147,5.97,1299,138,0,1,0.07,TRUE
1310,875746800,12.15,43.611,4.56,1310,140,0,1,0.19,TRUE
1340,878256000,6.7445,44.3217,4.27,1340,0,0,0,0.07,TRUE
1345,881020800,19.66,36.02,5.23,1345,0,0,0,0.07,TRUE
1348,882921600,15.0687,37.6922,4.46,1348,141,0,1,0.19,TRUE
1349,882921600,10.4877,44.1682,4.33,1349,0,0,0,0.07,TRUE
1352,884995200,12.7643,38.3907,4.83,1352,0,0,0,0.07,TRUE
1353,885772800,16.4743,42.4677,4.46,1353,0,0,0,0.19,TRUE
1355,888451200,17.2652,44.6665,4.47,1355,0,0,0,0.07,TRUE
1356,888710400,17.63,43.36,4.66,1356,0,0,0,0.07,TRUE
1357,889747200,14.2,45.59,4.25,1357,0,0,0,0.07,TRUE
1358,889747200,18.18,43.11,4.07,1358,0,0,0,0.07,TRUE
1364,891903600,15.8055,41.1043,4.36,1364,0,0,0,0.19,TRUE
1365,892335600,13.5707,46.2827,5.64,1365,142,0,1,0.07,TRUE
1368,895273200,18.23,43.57,4.35,1368,143,0,1,0.07,TRUE
1370,895446000,15.0243,39.063,5.41,1370,0,0,0,0.07,TRUE
1376,898297200,12.7947,38.4138,5.17,1376,144,0,1,0.07,TRUE
1379,899766000,17.6155,39.2523,4.16,1379,0,0,0,0.19,TRUE
1380,899766000,17.9328,39.8318,4.08,1380,0,0,0,0.3,TRUE
1381,903135600,13.0562,42.3622,4.42,1381,0,0,0,0.07,TRUE
1382,904258800,16.1038,37.6957,4.46,1382,0,0,0,0.19,TRUE
1383,904518000,14.3412,45.9083,4.31,1383,0,0,0,0.07,TRUE
1384,905295600,15.949,40.06,5.53,1384,145,0,1,0.07,TRUE
1385,905727600,13.7932,38.6975,5,1385,0,0,0,0.07,TRUE
1386,905986800,14.7645,46.0498,4.16,1386,0,0,0,0.19,TRUE
1387,906418800,15.8087,41.7928,4.56,1387,0,0,0,0.19,TRUE
1388,910656000,19.0583,39.133,4.08,1388,0,0,0,0.3,TRUE
1390,916531200,17.645,39.027,4.76,1390,0,0,0,0.19,TRUE
1391,917222400,11.9625,43.9805,4.36,1391,0,0,0,0.07,TRUE
1392,918950400,7.5332,46.662,4.36,1392,0,0,0,0.19,TRUE
1393,918950400,15.0215,38.226,4.66,1393,0,0,0,0.07,TRUE
1394,922834800,15.0373,36.8955,4.18,1394,0,0,0,0.3,TRUE
1395,923266800,15.3245,40.757,4.06,1395,0,0,0,0.19,TRUE
1396,923871600,14.2443,37.4188,4.16,1396,0,0,0,0.19,TRUE
1397,926550000,13.5558,46.2727,4.06,1397,0,0,0,0.19,TRUE
1398,928278000,14.0102,38.5425,4.16,1398,0,0,0,0.19,TRUE
1399,931302000,10.8522,44.2928,4.67,1399,0,0,0,0.07,TRUE
1400,933807600,15.0317,37.7223,4.26,1400,0,0,0,0.19,TRUE
1401,935967600,14.6383,37.532,4.86,1401,0,0,0,0.19,TRUE
1402,937263600,15.5598,39.7635,4.66,1402,0,0,0,0.07,TRUE
1403,939510000,13.2207,42.647,4.21,1403,146,0,1,0.07,TRUE
1404,939855600,15.965,37.2195,4.36,1404,147,0,1,0.19,TRUE
1406,940633200,14.7863,38.7182,4.88,1406,0,0,0,0.07,TRUE
1407,941238000,19.98,37.76,4.77,1407,0,0,0,0.07,TRUE
1408,943401600,19.76,40.27,4.33,1408,0,0,0,0.07,TRUE
1409,943747200,19.38,41.55,4.8,1409,0,0,0,0.07,TRUE
1412,946425600,10.2213,46.6108,4.78,1412,149,0,1,0.07,TRUE
1413,946512000,12.1023,38.3527,4.83,1413,0,0,0,0.07,TRUE
1415,947203200,11.5847,38.4172,4.36,1415,0,0,0,0.19,TRUE
1416,947635200,17.2135,39.1712,4.36,1416,148,0,1,0.19,TRUE
1417,952732800,13.0133,41.9645,4.25,1417,0,0,0,0.07,TRUE
1418,953251200,15.951,37.9535,4.16,1418,0,0,0,0.19,TRUE
1419,954370800,15.6673,39.5142,4.88,1419,0,0,0,0.07,TRUE
1420,954543600,11.6918,42.8313,4.52,1420,0,0,0,0.07,TRUE
1423,956703600,10.0717,41.0265,4.77,1423,150,0,1,0.07,TRUE
1424,956703600,19.7,43.56,4.21,1424,0,0,0,0.07,TRUE
1425,956876400,19.7,37.83,4.5,1425,0,0,0,0.07,TRUE
1426,957135600,11.9805,36.9422,4.16,1426,0,0,0,0.19,TRUE
1428,957481200,13.2427,44.049,4.01,1428,0,0,0,0.07,TRUE
1433,957913200,11.9325,44.2437,4.82,1433,151,0,1,0.07,TRUE
1438,961282800,10.6333,44.693,4.88,1438,153,0,1,0.3,TRUE
1439,961628400,12.4338,43.3453,4.47,1439,0,0,0,0.07,TRUE
1440,961628400,12.8867,43.11,4.68,1440,152,0,1,0.3,TRUE
1442,962060400,12.7462,42.459,4.08,1442,0,0,0,0.3,TRUE
1444,962060400,12.9233,41.8025,4.28,1444,154,0,1,0.3,TRUE
1445,963270000,16.057,47.308,4.3,1445,0,0,0,0.07,TRUE
1446,965084400,12.3378,43.9052,4.27,1446,0,0,0,0.07,TRUE
1447,965084400,15.8872,38.6542,4.48,1447,0,0,0,0.3,TRUE
1448,965257200,8.1898,44.257,4.28,1448,0,0,0,0.3,TRUE
1450,966553200,16.038,37.0515,4.06,1450,0,0,0,0.19,TRUE
1451,966812400,8.4328,44.7693,4.94,1451,0,0,0,0.07,TRUE
1452,966898800,19.8562,42.8017,4.08,1452,0,0,0,0.3,TRUE
1453,967417200,16.963,44.4168,4.06,1453,0,0,0,0.19,TRUE
1454,967590000,15.6997,42.1687,4.36,1454,0,0,0,0.19,TRUE
1456,970527600,10.6567,44.333,4.22,1456,0,0,0,0.07,TRUE
1457,970959600,17.8825,43.4018,4.16,1457,0,0,0,0.07,TRUE
1458,971478000,18.8508,44.0682,4.06,1458,0,0,0,0.19,TRUE
1460,973382400,15.0458,37.6918,4.16,1460,0,0,0,0.19,TRUE
1461,973555200,13.9282,38.5692,4.06,1461,0,0,0,0.19,TRUE
1462,973728000,16.0958,44.2458,4.22,1462,0,0,0,0.07,TRUE
1463,976924800,12.5863,42.5163,4.29,1463,0,0,0,0.07,TRUE
1464,978566400,14.843,38.7878,4.56,1464,0,0,0,0.07,TRUE
1465,978998400,15.1328,37.6878,4.06,1465,0,0,0,0.19,TRUE
1466,981417600,8.6928,44.074,4.17,1466,0,0,0,0.07,TRUE
1467,982972800,17.0692,43.8795,4.06,1467,0,0,0,0.19,TRUE
1468,983059200,7.4872,43.579,4.44,1468,0,0,0,0.07,TRUE
1469,983577600,9.8,41.3,4,1469,0,0,0,0.07,TRUE
1470,987462000,19.47,40.64,4.24,1470,0,0,0,0.07,TRUE
1471,987894000,14.9893,37.7227,4.19,1471,0,0,0,0.07,TRUE
1472,989362800,12.3692,36.7638,4.56,1472,0,0,0,0.19,TRUE
1473,990054000,15.5878,38.8885,4.97,1473,0,0,0,0.07,TRUE
1474,990226800,17.5503,37.931,5.36,1474,0,0,0,0.19,TRUE
1475,990831600,16.1277,37.3683,4.46,1475,0,0,0,0.07,TRUE
1476,991522800,15.8468,36.0995,4.26,1476,0,0,0,0.19,TRUE
1477,993337200,19.6675,39.4552,4.08,1477,0,0,0,0.3,TRUE
1478,993942000,16.14,47.75,4.04,1478,0,0,0,0.07,TRUE
1479,994028400,15.3725,41.7832,4.26,1479,0,0,0,0.07,TRUE
1481,994978800,14.9867,37.6763,4.26,1481,155,0,1,0.19,TRUE
1483,995324400,11.0745,46.6975,4.78,1483,0,0,0,0.07,TRUE
1484,995410800,8.4273,44.8013,4.23,1484,0,0,0,0.07,TRUE
1485,997570800,9.81,35.92,4.49,1485,0,0,0,0.07,TRUE
1486,999126000,15.3102,36.375,4.08,1486,0,0,0,0.3,TRUE
1487,1000422000,15.9915,37.5488,4.16,1487,0,0,0,0.19,TRUE
1488,1001199600,18.0018,39.7675,4.96,1488,0,0,0,0.19,TRUE
1489,1003359600,16.361,39.2638,4.28,1489,0,0,0,0.07,TRUE
1490,1003359600,15.05,38.55,4.43,1490,0,0,0,0.07,TRUE
1491,1005091200,10.186,41.4785,4.35,1491,0,0,0,0.07,TRUE
1492,1006646400,13.97,37.8418,4.69,1492,0,0,0,0.07,TRUE
1493,1006732800,12.1087,43.6,4.63,1493,156,0,1,0.07,TRUE
1494,1008201600,7.47,35.085,4.05,1494,0,0,0,0.07,TRUE
1495,1009756800,15.0315,44.8483,4.26,1495,0,0,0,0.19,TRUE
1496,1012435200,6.36,35.31,4.34,1496,0,0,0,0.07,TRUE
1497,1013644800,13.1178,46.3928,4.67,1497,0,0,0,0.07,TRUE
1499,1017961200,15.4797,39.1655,4.56,1499,0,0,0,0.19,TRUE
1500,1017961200,14.74,38.48,4.49,1500,0,0,0,0.07,TRUE
1501,1017961200,16.668,39.2328,4.38,1501,157,0,1,0.3,TRUE
1505,1018998000,16.8798,39.6837,4.84,1505,0,0,0,0.07,TRUE
1506,1019084400,15.5467,40.5847,4.34,1506,0,0,0,0.07,TRUE
1507,1022540400,19.82,42.41,4.38,1507,158,0,1,0.07,TRUE
1509,1024354800,10.683,44.3958,4.3,1509,159,0,1,0.07,TRUE
1511,1024873200,9.89,35.85,5.11,1511,0,0,0,0.07,TRUE
1512,1026082800,15.2842,40.7118,4.06,1512,0,0,0,0.19,TRUE
1513,1031266800,13.6543,38.3813,5.91,1513,160,0,1,0.07,TRUE
1520,1031526000,19.98,37.63,4.4,1520,0,0,0,0.07,TRUE
1525,1032562800,16.545,42.3252,4.16,1525,0,0,0,0.19,TRUE
1529,1035327600,17.338,42.7073,4.26,1529,0,0,0,0.07,TRUE
1534,1035673200,15.106,37.7655,4.84,1534,161,0,1,0.07,TRUE
1542,1036022400,14.8932,41.7167,5.74,1542,162,0,1,0.07,TRUE
1549,1036195200,12.14,44.59,4.46,1549,0,0,0,0.19,TRUE
1554,1037145600,10.4777,45.6262,4.21,1554,0,0,0,0.07,TRUE
1556,1038700800,11.6642,36.5803,4.16,1556,0,0,0,0.19,TRUE
1557,1038700800,11.5265,36.0888,4.26,1557,0,0,0,0.19,TRUE
1559,1039392000,19.97,37.87,4.64,1559,0,0,0,0.07,TRUE
1560,1043539200,11.96,43.883,4.67,1560,163,0,1,0.07,TRUE
1563,1044316800,16.167,43.186,4.07,1563,0,0,0,0.07,TRUE
1566,1048896000,15.464,43.109,5.43,1566,164,0,1,0.07,TRUE
1571,1050015600,8.868,44.758,4.81,1571,0,0,0,0.07,TRUE
1576,1052521200,16.98,43.91,4.39,1576,0,0,0,0.07,TRUE
1579,1055718000,19.73,37.69,4.64,1579,0,0,0,0.07,TRUE
1581,1056927600,10.189,43.65,4.35,1581,0,0,0,0.22,TRUE
1582,1057532400,14.814,35.27,4.32,1582,0,0,0,0.07,TRUE
1583,1058742000,14.33,47.16,4.01,1583,0,0,0,0.07,TRUE
1584,1059778800,17.7,43.01,4.72,1584,0,0,0,0.07,TRUE
1585,1063494000,11.38,44.255,5.24,1585,165,0,1,0.07,TRUE
1587,1064012400,7.24,36.79,4.47,1587,0,0,0,0.07,TRUE
1588,1068768000,14.568,40.339,4.28,1588,0,0,0,0.07,TRUE
1589,1070668800,19.217,41.935,4.67,1589,0,0,0,0.07,TRUE
1590,1070755200,12.18,44.162,4.18,1590,0,0,0,0.07,TRUE
1591,1072742400,14.849,41.64,4.53,1591,0,0,0,0.07,TRUE
1592,1077494400,6.271,47.272,4.41,1592,0,0,0,0.07,TRUE
1593,1077580800,15.436,40.719,4.06,1593,0,0,0,0.22,TRUE
1594,1078272000,15.197,39.826,4.55,1594,0,0,0,0.07,TRUE
1595,1078963200,19.879,38.477,4.3,1595,0,0,0,0.07,TRUE
1596,1.08e+09,19.73,43.29,4.25,1596,0,0,0,0.07,TRUE
1597,1082156400,17.126,38.724,4.06,1597,0,0,0,0.22,TRUE
1598,1083711600,14.879,38.505,5.42,1598,0,0,0,0.07,TRUE
1599,1085266800,17.45,43.41,4.91,1599,0,0,0,0.07,TRUE
1600,1089586800,13.637,46.357,5.12,1600,0,0,0,0.07,TRUE
1601,1094166000,15.684,40.701,4.41,1601,0,0,0,0.07,TRUE
1602,1095116400,14.659,45.316,4.12,1602,0,0,0,0.07,TRUE
1603,1099177200,18.003,43.025,4.18,1603,0,0,0,0.16,TRUE
1604,1101254400,10.521,45.685,4.99,1604,0,0,0,0.07,TRUE
1605,1101340800,15.443,43.132,5.25,1605,166,0,1,0.07,TRUE
1609,1102377600,19.67,39.94,4.15,1609,0,0,0,0.07,TRUE
1610,1102550400,13.791,42.79,4.09,1610,0,0,0,0.07,TRUE
1613,1103328000,10.168,40.898,4.57,1613,167,0,1,0.07,TRUE
1616,1107734400,10.87,36.22,5.01,1616,168,0,1,0.07,TRUE
1617,1108166400,19.7,39.92,4.22,1617,0,0,0,0.07,TRUE
1618,1109721600,15.485,38.635,4.13,1618,0,0,0,0.07,TRUE
1619,1110499200,19.91,42.39,4.2,1619,0,0,0,0.07,TRUE
1620,1114124400,15.17,35.474,4.01,1620,0,0,0,0.17,TRUE
1621,1114210800,16.826,39.458,4.25,1621,0,0,0,0.19,TRUE
1622,1114297200,14.258,45.544,4,1622,0,0,0,0.07,TRUE
1623,1116284400,10.185,43.617,4.02,1623,0,0,0,0.17,TRUE
1624,1116457200,18.95,42.72,4.34,1624,0,0,0,0.07,TRUE
1625,1117666800,15.307,39.589,4.02,1625,0,0,0,0.17,TRUE
1626,1118444400,19.661,40.507,4.01,1626,0,0,0,0.07,TRUE
1627,1120345200,17.416,42.755,4.13,1627,0,0,0,0.07,TRUE
1628,1120950000,19.974,42.279,5.15,1628,0,0,0,0.07,TRUE
1629,1121382000,12.117,44.207,4.29,1629,0,0,0,0.07,TRUE
1630,1122332400,12.711,40.003,4.4,1630,0,0,0,0.07,TRUE
1631,1123974000,15.495,38.875,4.03,1631,0,0,0,0.19,TRUE
1632,1124665200,12.446,41.365,4.78,1632,0,0,0,0.07,TRUE
1633,1126134000,6.959,46.008,4.44,1633,0,0,0,0.07,TRUE
1634,1127775600,18.2,43.15,5.04,1634,0,0,0,0.07,TRUE
1635,1132531200,14.105,37.597,4.56,1635,0,0,0,0.07,TRUE
1636,1134604800,12.76,42.738,4.14,1636,0,0,0,0.13,TRUE
1637,1138406400,17.491,43.365,4.13,1637,0,0,0,0.07,TRUE
1638,1140998400,15.2,38.155,4.38,1638,0,0,0,0.07,TRUE
1639,1143158400,9,38.898,4.06,1639,0,0,0,0.17,TRUE
1640,1143586800,13.84,37.696,4.1,1640,0,0,0,0.13,TRUE
1641,1144623600,13.488,43.396,4.06,1641,0,0,0,0.07,TRUE
1642,1145142000,11.798,43.957,4.46,1642,0,0,0,0.07,TRUE
1643,1145228400,17.14,39.572,4.76,1643,0,0,0,0.07,TRUE
1644,1145228400,10.213,43.621,4.16,1644,0,0,0,0.07,TRUE
1645,1145746800,15.053,37.038,4.04,1645,0,0,0,0.13,TRUE
1649,1148857200,15.903,41.801,4.64,1649,0,0,0,0.07,TRUE
1650,1148943600,16.519,37.63,4.45,1650,0,0,0,0.07,TRUE
1652,1150930800,16.623,39.709,4.7,1652,0,0,0,0.07,TRUE
1654,1154991600,19.7,40.2,4.86,1654,169,0,1,0.07,TRUE
1657,1156546800,19.296,41.948,4.34,1657,0,0,0,0.19,TRUE
1661,1157583600,16.162,40.591,4.05,1661,0,0,0,0.07,TRUE
1662,1159225200,19.9,42.293,4.85,1662,170,0,1,0.2,TRUE
1663,1159916400,15.746,42.074,4.3,1663,0,0,0,0.07,TRUE
1665,1161385200,12.98,43.628,4.21,1665,0,0,0,0.07,TRUE
1666,1161817200,15.495,38.658,5.79,1666,171,0,1,0.07,TRUE
1667,1162512000,19.391,36.366,4.75,1667,0,0,0,0.07,TRUE
1668,1162684800,13.819,39.69,4.72,1668,0,0,0,0.07,TRUE
1669,1162857600,18.324,35.878,4.27,1669,0,0,0,0.07,TRUE
1670,1164240000,12.679,35.883,4.77,1670,0,0,0,0.07,TRUE
1671,1164326400,15.796,36.232,4.43,1671,0,0,0,0.07,TRUE
1672,1165708800,16.281,42.008,4.48,1672,0,0,0,0.07,TRUE
1673,1166486400,14.913,37.778,4.2,1673,0,0,0,0.07,TRUE
1674,1170460800,17.863,43.318,4.37,1674,0,0,0,0.07,TRUE
1675,1170633600,15.11,45.075,4.42,1675,0,0,0,0.07,TRUE
1676,1171152000,16.067,35.242,4.04,1676,0,0,0,0.13,TRUE
1677,1172102400,15.558,39.985,4.45,1677,0,0,0,0.07,TRUE
1678,1175122800,13.202,42.829,4.08,1678,0,0,0,0.13,TRUE
1679,1176159600,12.912,36.926,4.29,1679,0,0,0,0.13,TRUE
